Sample,X,Y,Z
522,-1.0054,0.0200,-0.0078
523,-1.0081,-0.0085,-0.0359
524,-1.0024,-0.0146,-0.0208
525,-0.9917,0.0173,-0.0129
526,-0.9868,0.0415,-0.0217
527,-0.9993,0.0215,0.0046
528,-1.0129,-0.0088,0.0083
529,-1.0042,-0.0200,-0.0259
530,-1.0171,0.0110,-0.0166
531,-1.0151,0.0591,0.0076
532,-1.0005,0.0481,-0.0127
533,-0.9858,0.0054,-0.0366
534,-0.9934,-0.0093,-0.0188
535,-0.9995,-0.0061,0.0037
536,-0.9985,-0.0066,-0.0085
537,-0.9790,0.0120,-0.0422
538,-0.9917,0.0564,-0.0098
539,-0.9985,0.0530,0.0012
540,-0.9839,0.0015,-0.0237
541,-0.9946,-0.0129,0.0134
542,-1.0181,0.0088,0.0254
543,-1.0122,0.0239,-0.0293
544,-0.9946,0.0200,-0.0132
545,-0.9797,0.0190,-0.0122
546,-0.9617,0.0205,-0.0576
547,-0.9751,0.0244,-0.0068
548,-1.0151,0.0222,0.0244
549,-1.0051,0.0054,-0.0374
550,-0.9915,-0.0007,-0.0435
551,-1.0002,0.0339,-0.0134
552,-0.9924,0.0527,-0.0227
553,-0.9924,0.0186,-0.0144
554,-1.0220,-0.0166,0.0210
555,-1.0217,-0.0129,-0.0083
556,-0.9985,0.0024,-0.0415
557,-1.0032,0.0146,-0.0059
558,-0.9956,0.0237,-0.0042
559,-0.9768,0.0173,-0.0486
560,-0.9956,0.0066,-0.0110
561,-1.0161,0.0049,0.0051
562,-1.0103,0.0063,-0.0410
563,-0.9885,0.0098,-0.0264
564,-0.9966,0.0342,0.0112
565,-1.0024,0.0181,-0.0161
566,-0.9907,0.0034,-0.0127
567,-1.0200,0.0161,0.0408
568,-1.0208,0.0210,-0.0044
569,-0.9885,0.0046,-0.0437
570,-0.9985,-0.0042,0.0181
571,-0.9849,0.0239,-0.0112
572,-0.9565,0.0417,-0.0547
573,-0.9807,0.0366,0.0044
574,-1.0044,0.0137,0.0039
575,-0.9790,-0.0046,-0.0586
576,-0.9800,0.0056,-0.0146
577,-0.9983,0.0332,0.0007
578,-0.9924,0.0408,-0.0374
579,-1.0127,0.0220,0.0146
580,-1.0129,0.0002,0.0303
581,-0.9934,0.0000,-0.0476
582,-0.9915,0.0303,-0.0222
583,-1.0103,0.0645,0.0310
584,-0.9866,0.0359,-0.0332
585,-0.9680,-0.0281,-0.0586
586,-0.9963,-0.0396,-0.0027
587,-1.0093,0.0134,-0.0054
588,-0.9888,0.0557,-0.0356
589,-1.0015,0.0403,-0.0085
590,-1.0093,0.0134,0.0012
591,-1.0015,0.0049,-0.0356
592,-1.0024,0.0029,0.0017
593,-1.0181,0.0015,0.0354
594,-1.0208,-0.0017,-0.0212
595,-1.0024,0.0181,-0.0303
596,-0.9924,0.0557,0.0059
597,-0.9858,0.0332,-0.0225
598,-0.9897,-0.0259,-0.0320
599,-1.0000,-0.0388,0.0063
600,-1.0054,0.0071,-0.0215
601,-0.9954,0.0398,-0.0486
602,-0.9956,0.0410,-0.0146
603,-1.0012,0.0361,-0.0044
604,-0.9749,0.0342,-0.0300
605,-0.9993,0.0312,0.0068
606,-1.0247,-0.0032,0.0215
607,-1.0100,-0.0405,-0.0378
608,-0.9966,-0.0068,-0.0332
609,-0.9924,0.0627,0.0039
610,-0.9790,0.0701,-0.0193
611,-0.9858,0.0249,-0.0115
612,-0.9963,-0.0076,0.0144
613,-0.9895,-0.0090,-0.0378
614,-0.9934,0.0012,-0.0400
615,-1.0103,0.0317,0.0161
616,-0.9963,0.0483,-0.0066
617,-0.9712,0.0281,-0.0298
618,-1.0054,-0.0154,0.0178
619,-1.0090,-0.0244,0.0098
620,-0.9817,-0.0029,-0.0352
621,-0.9980,0.0422,0.0061
622,-1.0042,0.0627,-0.0027
623,-0.9829,0.0332,-0.0581
624,-0.9905,0.0161,0.0017
625,-1.0122,0.0105,0.0088
626,-0.9993,-0.0081,-0.0398
627,-0.9905,-0.0173,-0.0347
628,-0.9966,0.0044,-0.0042
629,-0.9839,0.0325,-0.0359
630,-0.9849,0.0427,-0.0193
631,-1.0159,0.0374,0.0386
632,-1.0178,0.0229,0.0107
633,-1.0151,-0.0054,-0.0383
634,-0.9937,-0.0034,-0.0073
635,-0.9868,0.0273,-0.0032
636,-0.9741,0.0322,-0.0383
637,-0.9829,-0.0015,-0.0046
638,-1.0015,-0.0166,0.0100
639,-1.0024,0.0017,-0.0383
640,-0.9978,0.0168,-0.0344
641,-1.0007,0.0261,0.0015
642,-0.9993,0.0386,-0.0215
643,-0.9907,0.0388,-0.0254
644,-1.0168,0.0208,0.0222
645,-1.0210,-0.0076,-0.0115
646,-1.0093,-0.0142,-0.0466
647,-1.0039,0.0273,0.0081
648,-0.9868,0.0503,-0.0034
649,-0.9702,0.0249,-0.0547
650,-0.9907,-0.0151,-0.0032
651,-1.0090,-0.0059,0.0054
652,-0.9829,0.0234,-0.0601
653,-0.9946,0.0425,-0.0151
654,-1.0161,0.0464,0.0383
655,-0.9797,0.0212,-0.0308
656,-0.9741,-0.0046,-0.0190
657,-1.0090,0.0032,0.0530
658,-0.9905,0.0068,-0.0117
659,-0.9895,0.0015,-0.0337
660,-1.0190,0.0081,0.0339
661,-0.9868,0.0181,-0.0264
662,-0.9614,0.0305,-0.0527
663,-0.9966,0.0278,0.0320
664,-0.9998,0.0100,-0.0122
